full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"Orlando Brunson Potter",Orlando,Potter,Brunson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000466,408853,7557,"Orlando B. Potter",Q2114720,kg:/m/02rkv4_,19858,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Luke Pryor",Luke,Pryor,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000557,408940,7640,"Luke Pryor",Q1877060,kg:/m/03glty,19970,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Henry Mills Pusey",William,Pusey,"Henry Mills","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000579,408962,7660,"William Henry Mills Pusey",Q2579225,kg:/m/02rk8df,19999,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Ossian Ray",Ossian,Ray,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000079,409059,7751,"Ossian Ray",Q2034670,kg:/m/02pq3y5,20180,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Baldwin Raymond",John,Raymond,Baldwin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000085,409065,NULL,"John B. Raymond",Q764272,kg:/m/01s_sy,20187,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Harrison Holt Riddleberger",Harrison,Riddleberger,Holt,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000241,409217,7894,"Harrison H. Riddleberger",Q1586265,kg:/m/08l1mc,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Dexter Robinson",George,Robinson,Dexter,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000335,409306,7975,"George D. Robinson",Q441814,kg:/m/0d1530,20498,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Sidney Robinson",James,Robinson,Sidney,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000339,409310,7978,"James S. Robinson",Q6142697,kg:/m/02rm1gl,20503,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Erigena Robinson",William,Robinson,Erigena,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000355,409326,7993,"William Erigena Robinson",Q247390,kg:/m/02rkxys,20521,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Findlay Rogers",William,Rogers,Findlay,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000407,409373,8038,"William Findlay Rogers",Q8009046,kg:/m/026tg47,20589,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Starke Rosecrans",William,Rosecrans,Starke,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000440,409404,8063,"William Rosecrans",Q541708,kg:/m/0210ct,20630,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Augustus Russell",William,Russell,Augustus,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000541,409498,8143,"William A. Russell",Q2577750,kg:/m/0cm9pg,20749,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Dwight May Sabin",Dwight,Sabin,May,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000003,409524,8165,"Dwight M. Sabin",Q1268493,kg:/m/01l_9x,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Eli Saulsbury",Eli,Saulsbury,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000072,409584,8222,"Eli M. Saulsbury",Q1328820,kg:/m/09hwlb,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Alfred Moore Scales",Alfred,Scales,Moore,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000103,409613,8248,"Alfred Moore Scales",Q360815,kg:/m/02j1d1,21261,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Aaron Shaw",Aaron,Shaw,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000301,409800,8413,"Aaron Shaw (representative)",Q4662425,kg:/m/03c2z9q,21509,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Miller Shelley",Charles,Shelley,Miller,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000326,409823,8436,"Charles M. Shelley",Q1065412,kg:/m/02rk1fb,21543,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Theodore Frelinghuysen Singiser",Theodore,Singiser,Frelinghuysen,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000443,409937,NULL,"Theodore Frelinghuysen Singiser",Q1654434,kg:/m/02rjzlk,21690,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Rufus Skinner",Charles,Skinner,Rufus,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000467,409957,8559,"Charles R. Skinner",Q5081880,kg:/m/02rkn88,21722,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Henry Warner Slocum",Henry,Slocum,Warner,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000496,409983,8584,"Henry Warner Slocum",Q2632587,kg:/m/02xtp7,21756,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Abraham Herr Smith",Abraham,Smith,Herr,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000509,409995,8597,"Abraham Herr Smith",Q4668901,kg:/m/0kt1lb,21772,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Hiram Ypsilanti Smith",Hiram,Smith,Ypsilanti,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000550,410032,8632,"Hiram Y. Smith",Q1264554,kg:/m/02rd7db,21817,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Smith Stevens",Robert,Stevens,Smith,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000886,410348,8916,"Robert S. Stevens",Q7349512,kg:/m/02rkw49,22234,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Strother Madison Stockslager",Strother,Stockslager,Madison,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000938,410397,8961,"Strother M. Stockslager",Q2357123,kg:/m/02rkhqj,22298,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Allen Sumner",Charles,Sumner,Allen,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S001069,410523,9084,"Charles A. Sumner",Q1063496,kg:/m/02rhd2d,22459,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Daniel Hadley Sumner",Daniel,Sumner,Hadley,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S001070,410524,9085,"Daniel H. Sumner",Q1161000,kg:/m/02rvbbd,22460,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Horace Austin Warner Tabor",Horace,Tabor,"Austin Warner","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000004,410594,9147,"Horace Tabor",Q1385239,kg:/m/07p789,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Philip Burton Thompson",Philip,Thompson,Burton,"Not Given",Jr.,"Not Given","Not Given","Not Given",NULL,Male,T000212,410791,9334,"Philip B. Thompson Jr.",Q2086047,kg:/m/02rjy0q,22893,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Pleasant Britton Tully",Pleasant,Tully,Britton,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000407,410976,9504,"Pleasant B. Tully",Q2099159,kg:/m/02rjy2f,23131,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Oscar Turner",Oscar,Turner,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000425,410993,9519,"Oscar Turner (1825���189",Q2033001,kg:/m/02rqbsf,23154,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Kimble Valentine",Edward,Valentine,Kimble,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,V000005,411064,9586,"Edward K. Valentine",Q384823,kg:/m/0b0ljx,20884,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Jefferson Van Alstyne",Thomas,"Van Alstyne",Jefferson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,V000013,411071,9592,"Thomas J. Van Alstyne",Q3460826,kg:/m/02rldsr,20894,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Joseph Emerson Brown",Joseph,Brown,Emerson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000936,401890,1126,"Joseph E. Brown",Q357506,kg:/m/02m7p8,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Brank Vance",Robert,Vance,Brank,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,V000019,411115,9599,"Robert B. Vance",Q2156408,kg:/m/0273nfj,20901,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Jonathan Hasson Wallace",Jonathan,Wallace,Hasson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000080,411259,9766,"Jonathan H. Wallace",Q1413237,kg:/m/0bzvnv,23309,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Richard Warner",Richard,Warner,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000156,411329,9834,"Richard Warner (Tennessee)",Q1805750,kg:/m/02rkz_2,23395,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Luman Hamlin Weller",Luman,Weller,Hamlin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000275,411440,9935,"Luman Hamlin Weller",Q113671,kg:/m/02rp855,23549,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Wemple",Edward,Wemple,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000292,411456,9950,"Edward Wemple",Q5345840,kg:/m/02rkp21,23569,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Daugherty White",John,White,Daugherty,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000381,411542,10034,"John D. White",Q1699733,kg:/m/02rt32t,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Williams",Thomas,Williams,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000537,411694,10180,"Thomas Williams (Alabama)",Q2428183,kg:/m/0h7j7g,23852,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Wilson",James,Wilson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000590,411747,10232,"James Wilson (Secretary of Agriculture)",Q373094,kg:/m/02k6x3,23918,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Winans",John,Winans,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000627,411781,10266,"John Winans",Q924453,kg:/m/02vrqx6,23959,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Sergeant Wise",John,Wise,Sergeant,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000651,411805,10288,"John Sergeant Wise",Q1701724,kg:/m/02svs2,23992,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Jefferson Wood",Thomas,Wood,Jefferson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000704,411856,10334,"Thomas Jefferson Wood",Q2425087,kg:/m/03gx9jt,24055,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Gilbert Motier Woodward",Gilbert,Woodward,Motier,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000731,411883,10361,"Gilbert M. Woodward",Q1524015,kg:/m/02vrqxk,24089,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Lewis Yaple",George,Yaple,Lewis,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,Y000005,411939,10413,"George L. Yaple",Q1507725,kg:/m/025ygg0,21038,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Tyre York",Tyre,York,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,Y000022,411956,10429,"Tyre York",Q2463326,kg:/m/04wsft,21057,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Hiram Casey Young",Hiram,Young,Casey,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,Y000037,411969,10440,"H. Casey Young",Q1562565,kg:/m/0dj1dg,21075,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Paine Sheffield",William,Sheffield,Paine,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000319,409816,8429,"William Paine Sheffield Sr.",Q1429477,kg:/m/0d2rs0,21532,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Joseph Adams",John,Adams,Joseph,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,A000040,400701,33,"John J. Adams",Q1193410,kg:/m/026mmyk,8310,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"David Wyatt Aiken",David,Aiken,Wyatt,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,A000061,400721,51,"D. Wyatt Aiken",Q1151450,kg:/m/0fd373,8340,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Marley Anderson",Charles,Anderson,Marley,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,A000185,400840,164,"Charles Marley Anderson",Q5080664,kg:/m/09sgq0,8513,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Arnot",John,Arnot,"Not Given","Not Given",Jr.,"Not Given","Not Given","Not Given",NULL,Male,A000301,400943,253,"John Arnot Jr.",Q6219444,kg:/m/02rkr_p,8679,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Goff Ballentine",John,Ballentine,Goff,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000105,401106,399,"John Goff Ballentine",Q1279172,kg:/m/0dj2vp,8909,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Ethelbert Barksdale",Ethelbert,Barksdale,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000146,401148,438,"Ethelbert Barksdale",Q1371160,kg:/m/02rtnfz,8959,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Lewis Beach",Lewis,Beach,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000263,401257,538,"Lewis Beach",Q2791109,kg:/m/02rktfr,9115,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Curtis Coe Bean",Curtis,Bean,Coe,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000278,401272,NULL,"Curtis Coe Bean",Q1145545,kg:/m/02rhdxj,9135,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Risden Tyler Bennett",Risden,Bennett,Tyler,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000381,401373,643,"Risden Tyler Bennett",Q2154656,kg:/m/065fxb,9271,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Edmund Boyle",Charles,Boyle,Edmund,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000728,401688,940,"Charles Edmund Boyle",Q5077244,kg:/m/0ksrv1,9726,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Dennis Brady",James,Brady,Dennis,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000752,401712,963,"James Dennis Brady",Q1638925,kg:/m/03c2_8m,9750,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Stuyvesant Bragg",Edward,Bragg,Stuyvesant,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000757,401716,966,"Edward S. Bragg",Q910248,kg:/m/02rxz_4,9756,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Wallace Brown",William,Brown,Wallace,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000952,401905,1141,"William Wallace Brown",Q8019931,kg:/m/0ksrxq,10004,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Ransom Buck",John,Buck,Ransom,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B001018,401968,1199,"John R. Buck",Q258346,kg:/m/02rhkgb,10092,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Henry Gordon Burleigh",Henry,Burleigh,Gordon,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B001106,402051,1277,"Henry G. Burleigh",Q3736959,kg:/m/02rkqf7,10202,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Craighead Cabell",George,Cabell,Craighead,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000004,402166,1379,"George Cabell",Q1507071,kg:/m/02pq5kj,10447,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Andrew Jackson Caldwell",Andrew,Caldwell,Jackson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000028,402189,1402,"Andrew Jackson Caldwell",Q505349,kg:/m/02rkyjp,10477,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Jacob Miller Campbell",Jacob,Campbell,Miller,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000086,402242,1451,"Jacob Miller Campbell",Q6119012,kg:/m/0ksxrf,10553,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Ezra Child Carleton",Ezra,Carleton,Child,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000147,402296,1504,"Ezra C. Carleton",Q1386069,kg:/m/0d8dxz,10636,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Jonathan Chace",Jonathan,Chace,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000267,402410,1613,"Jonathan Chace",Q1703124,kg:/m/0d2rjr,10793,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Reed Cobb",Thomas,Cobb,Reed,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000552,402685,1872,"Thomas R. Cobb",Q2426624,kg:/m/02rkhv_,11139,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Hinson Cole",William,Cole,Hinson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000615,402744,1929,"William Hinson Cole",Q1108094,kg:/m/02qzscj,11219,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Carter Comstock",Charles,Comstock,Carter,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000662,402789,1967,"Charles C. Comstock",Q1063872,kg:/m/027cdmp,11283,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Ruffin Cox",William,Cox,Ruffin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000841,402958,2120,"William Ruffin Cox",Q1148999,kg:/m/0285db4,11509,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Croxton",Thomas,Croxton,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000950,403062,2217,"Thomas Croxton",Q1606416,kg:/m/02vrpqp,11640,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Andrew Gregg Curtin",Andrew,Curtin,Gregg,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C001004,403111,2265,"Andrew Gregg Curtin",Q504966,kg:/m/037fkk,11708,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Dawson",William,Dawson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000154,403287,2429,"William Dawson (Missouri)",Q1376501,kg:/m/02vrqxx,12022,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Abraham Dowdney",Abraham,Dowdney,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000465,403575,2699,"Abraham Dowdney",Q2377496,kg:/m/08l3ky,12414,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Rice Eden",John,Eden,Rice,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,E000042,403737,2843,"John R. Eden",Q13218821,kg:/m/02rkbs1,12652,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Nathaniel Buel Eldredge",Nathaniel,Eldredge,Buel,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,E000104,403795,2893,"Nathaniel B. Eldredge",Q1339884,kg:/m/027jj6t,12724,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Wallace Ellsberry",William,Ellsberry,Wallace,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,E000143,403834,2932,"William W. Ellsberry",Q8019779,kg:/m/02rm3wm,12771,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
